NM_007294.4	7088	1	7088	NM_007294.4	7088	1	7088	7088	100.000	7088	0	0	0.0	100	100	100
NM_007294.4	7088	248	7088	NM_007297.4	7028	188	7028	6841	100.000	6841	0	0	0.0	97	97	97
NM_007294.4	7088	1	4470	NM_007300.4	7151	1	4470	4470	100.000	4470	0	0	0.0	63	63	63
NM_007294.4	7088	4209	7088	NM_007298.3	3699	806	3682	2880	99.896	2877	0	3	0.0	41	41	41
NM_007294.4	7088	5516	7088	NM_007299.4	3696	2123	3696	1574	99.936	1573	0	1	0.0	22	22	22
NM_007300.4	7151	1	7151	NM_007300.4	7151	1	7151	7151	100.000	7151	0	0	0.0	100	100	100
NM_007300.4	7151	1	4470	NM_007294.4	7088	1	4470	4470	100.000	4470	0	0	0.0	63	63	63
NM_007300.4	7151	248	4470	NM_007297.4	7028	188	4410	4223	100.000	4223	0	0	0.0	59	59	59
NM_007300.4	7151	4535	7151	NM_007298.3	3699	1066	3682	2617	100.000	2617	0	0	0.0	37	37	37
NM_007300.4	7151	5579	7151	NM_007299.4	3696	2123	3696	1574	99.936	1573	0	1	0.0	22	22	22
NM_007299.4	3696	1	3696	NM_007299.4	3696	1	3696	3696	100.000	3696	0	0	0.0	100	100	100
NM_007299.4	3696	89	2127	NM_007298.3	3699	1	2039	2039	100.000	2039	0	0	0.0	55	55	55
NM_007299.4	3696	2123	3696	NM_007297.4	7028	5456	7028	1574	99.936	1573	0	1	0.0	43	43	43
NM_007299.4	3696	2123	3696	NM_007300.4	7151	5579	7151	1574	99.936	1573	0	1	0.0	43	43	43
NM_007299.4	3696	2123	3696	NM_007294.4	7088	5516	7088	1574	99.936	1573	0	1	0.0	43	43	43
NM_007297.4	7028	1	7028	NM_007297.4	7028	1	7028	7028	100.000	7028	0	0	0.0	100	100	100
NM_007297.4	7028	188	7028	NM_007294.4	7088	248	7088	6841	100.000	6841	0	0	0.0	97	97	97
NM_007297.4	7028	188	4410	NM_007300.4	7151	248	4470	4223	100.000	4223	0	0	0.0	60	60	60
NM_007297.4	7028	4149	7028	NM_007298.3	3699	806	3682	2880	99.896	2877	0	3	0.0	41	41	41
NM_007297.4	7028	5456	7028	NM_007299.4	3696	2123	3696	1574	99.936	1573	0	1	0.0	22	22	22
NM_007298.3	3699	1	3699	NM_007298.3	3699	1	3699	3699	100.000	3699	0	0	0.0	100	100	100
NM_007298.3	3699	806	3682	NM_007297.4	7028	4149	7028	2880	99.896	2877	0	3	0.0	78	78	78
NM_007298.3	3699	806	3682	NM_007294.4	7088	4209	7088	2880	99.896	2877	0	3	0.0	78	78	78
NM_007298.3	3699	1066	3682	NM_007300.4	7151	4535	7151	2617	100.000	2617	0	0	0.0	71	71	71
NM_007298.3	3699	1	2039	NM_007299.4	3696	89	2127	2039	100.000	2039	0	0	0.0	55	55	55
NM_000059.4	11954	1	11954	NM_000059.4	11954	1	11954	11954	100.000	11954	0	0	0.0	100	100	100
