NM_000059.4	11954	1	11954	NM_000059.4	11954	1	11954	11954	100.000	11954	0	0	0.0	100	100	100
NM_000059.4	11954	1	10896	U43746.1	10987	30	10926	10897	99.936	10890	6	1	0.0	91	91	91
NM_000059.4	11954	200	10456	MH068861.1	10257	1	10257	10257	99.981	10255	2	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MH068862.1	10256	1	10256	10257	99.981	10255	1	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MH068863.1	10256	1	10256	10257	99.981	10255	1	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MH068865.1	10256	1	10256	10257	99.981	10255	1	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MH068864.1	10257	1	10257	10258	99.971	10255	1	2	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494304.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494306.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494309.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494311.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494312.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494315.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494324.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494325.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494327.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494329.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494330.1	10257	1	10257	10257	99.942	10251	6	0	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494333.1	10258	1	10258	10258	99.942	10252	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494335.1	10258	1	10258	10258	99.942	10252	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494302.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494308.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494310.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494313.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494314.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494317.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494326.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494328.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494332.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494336.1	10256	1	10256	10257	99.942	10251	5	1	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494303.1	10255	1	10255	10257	99.932	10250	5	2	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494320.1	10255	1	10255	10257	99.932	10250	5	2	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494322.1	10255	1	10255	10257	99.932	10250	5	2	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494323.1	10255	1	10255	10257	99.932	10250	5	2	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494331.1	10255	1	10255	10257	99.932	10250	5	2	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494305.1	10262	1	10262	10262	99.903	10252	5	5	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494307.1	10253	1	10253	10257	99.912	10248	5	4	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494318.1	10253	1	10253	10257	99.912	10248	5	4	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494334.1	10253	1	10253	10257	99.912	10248	5	4	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494316.1	10252	1	10252	10257	99.903	10247	5	5	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494321.1	10252	1	10252	10257	99.903	10247	5	5	0.0	86	86	86
NM_000059.4	11954	200	10456	MG494319.1	10244	1	10244	10257	99.825	10239	5	13	0.0	86	86	86
NM_000059.4	11954	200	8459	MN264278.1	8260	1	8260	8260	99.976	8258	2	0	0.0	69	69	69
NM_000059.4	11954	200	8141	DQ897648.1	7950	1	7950	7950	99.836	7937	5	8	0.0	66	66	66
NM_000059.4	11954	200	8049	MN780898.1	7851	1	7851	7851	99.975	7849	1	1	0.0	66	66	66
NM_000059.4	11954	200	7604	MK848287.1	7401	1	7401	7405	99.932	7400	1	4	0.0	62	62	62
NM_000059.4	11954	200	7232	MK028705.1	7034	1	7034	7034	99.986	7033	0	1	0.0	59	59	59
NM_000059.4	11954	200	7150	MK028702.1	6954	1	6951	6951	100.000	6951	0	0	0.0	58	58	58
NM_000059.4	11954	200	6342	MN780897.1	6144	1	6144	6144	99.984	6143	0	1	0.0	51	51	51
NM_000059.4	11954	200	5843	MK848288.1	5646	1	5644	5644	100.000	5644	0	0	0.0	47	47	47
NM_000059.4	11954	200	4723	MK028703.1	4527	1	4524	4524	100.000	4524	0	0	0.0	38	38	38
NM_000059.4	11954	200	4185	MT024694.1	3984	1	3984	3986	99.950	3984	0	2	0.0	33	33	33
NM_000059.4	11954	200	3559	MN264277.1	3361	1	3361	3361	99.970	3360	0	1	0.0	28	28	28
NM_000059.4	11954	200	2387	MK848289.1	2187	1	2187	2188	99.954	2187	0	1	0.0	18	18	18
NM_000059.4	11954	200	1994	MK848290.1	1797	1	1795	1795	100.000	1795	0	0	0.0	15	15	15
NM_000059.4	11954	200	1319	MK028704.1	1119	1	1119	1120	99.911	1119	0	1	0.0	9	9	9
NM_000059.4	11954	10014	10456	KP272108.1	677	235	677	443	100.000	443	0	0	0.0	4	4	4
NM_000059.4	11954	8176	8531	KP272107.1	477	1	356	356	100.000	356	0	0	0.0	3	3	3
NM_000059.4	11954	9458	9698	JX480478.1	240	1	240	241	99.585	240	0	1	4.99e-123	2	2	2
NM_000059.4	11954	4223	4420	JX480477.1	197	1	197	198	99.495	197	0	1	4.00e-99	2	2	2
