NM_007294.4	7088	1	5705	U14680.1	5711	6	5711	5706	99.912	5701	4	1	0.0	80	80	80
NM_007294.4	7088	114	5705	MG494370.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494364.1	5593	1	5593	5593	99.982	5592	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494363.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494362.1	5593	1	5593	5593	99.982	5592	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494361.1	5593	1	5593	5593	99.982	5592	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494359.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494356.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494354.1	5593	1	5593	5593	99.982	5592	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494353.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494352.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	JN686490.1	5592	1	5592	5592	99.982	5591	1	0	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494371.1	5591	1	5591	5592	99.982	5591	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494369.1	5591	1	5591	5592	99.982	5591	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494368.1	5591	1	5591	5592	99.982	5591	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494367.1	5591	1	5591	5592	99.982	5591	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494358.1	5591	1	5591	5592	99.982	5591	0	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494373.1	5590	1	5590	5592	99.964	5590	0	2	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494366.1	5591	1	5591	5592	99.964	5590	1	1	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494365.1	5590	1	5590	5592	99.964	5590	0	2	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494374.1	5594	1	5594	5594	99.946	5591	1	2	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494357.1	5588	1	5588	5592	99.928	5588	0	4	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494360.1	5587	1	5587	5592	99.911	5587	0	5	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494372.1	5584	1	5584	5592	99.857	5584	0	8	0.0	79	79	79
NM_007294.4	7088	114	5705	MG494355.1	5575	1	5575	5592	99.696	5575	0	17	0.0	79	79	79
NM_007294.4	7088	94	5705	AF005068.1	5693	107	5693	5612	99.465	5582	5	25	0.0	79	79	79
NM_007294.4	7088	114	5637	AY751490.1	5524	1	5524	5524	99.873	5517	7	0	0.0	78	78	78
NM_007294.4	7088	114	5306	MG494347.1	5508	1	5193	5193	100.000	5193	0	0	0.0	73	73	73
NM_007294.4	7088	1	4788	MN577637.1	6000	120	4907	4788	100.000	4788	0	0	0.0	68	68	68
NM_007294.4	7088	1	4470	BC115037.1	5854	25	4494	4470	99.799	4461	9	0	0.0	63	63	63
NM_007294.4	7088	50	4211	AY354539.2	4497	1	4162	4162	99.784	4153	9	0	0.0	59	59	59
NM_007294.4	7088	114	4177	MN698970.1	4062	1	4062	4064	99.951	4062	0	2	0.0	57	57	57
NM_007294.4	7088	114	4119	MN264274.1	4002	1	4002	4006	99.900	4002	0	4	0.0	57	57	57
NM_007294.4	7088	114	4099	MK840805.1	3987	1	3987	3987	99.975	3986	0	1	0.0	56	56	56
NM_007294.4	7088	114	4033	MN264276.1	3920	1	3920	3920	99.974	3919	1	0	0.0	55	55	55
NM_007294.4	7088	1	2074	BC012577.1	2101	11	2084	2074	99.904	2072	2	0	0.0	29	29	29
NM_007294.4	7088	1	2074	BC030969.1	2090	7	2080	2074	99.759	2069	5	0	0.0	29	29	29
NM_007294.4	7088	94	2060	AK308084.1	2106	142	2106	1967	99.847	1964	1	2	0.0	28	28	28
NM_007294.4	7088	326	2058	AK307553.1	1980	248	1980	1733	100.000	1733	0	0	0.0	24	24	24
NM_007294.4	7088	5004	6538	U68041.1	1536	1	1536	1538	99.155	1525	8	5	0.0	22	22	22
NM_007294.4	7088	4209	5705	U64805.1	2280	787	2280	1497	99.599	1491	3	3	0.0	21	21	21
NM_007294.4	7088	65	1532	BC106745.1	1468	1	1468	1468	100.000	1468	0	0	0.0	21	21	21
NM_007294.4	7088	65	1532	BC114562.1	1463	1	1463	1469	99.523	1462	0	7	0.0	21	21	21
NM_007294.4	7088	5703	7082	Y08864.1	1426	1	1380	1381	99.710	1377	2	2	0.0	19	19	19
NM_007294.4	7088	782	2074	BC038947.1	1578	283	1575	1293	99.923	1292	1	0	0.0	18	18	18
NM_007294.4	7088	248	1532	BC114511.1	1584	300	1584	1285	100.000	1285	0	0	0.0	18	18	18
NM_007294.4	7088	763	2074	BC062429.1	1322	4	1315	1312	99.314	1303	9	0	0.0	19	19	19
NM_007294.4	7088	4209	5445	BC072418.1	3273	981	2214	1237	99.757	1234	0	3	0.0	17	17	17
NM_007294.4	7088	4594	5820	DQ363751.1	1282	56	1282	1227	99.593	1222	5	0	0.0	17	17	17
NM_007294.4	7088	114	1233	MN264275.1	1120	1	1120	1120	99.911	1119	1	0	0.0	16	16	16
NM_007294.4	7088	4209	5295	BC085615.1	1974	886	1972	1087	99.816	1085	2	0	0.0	15	15	15
NM_007294.4	7088	4209	5295	BC046142.1	1500	412	1498	1087	99.724	1084	3	0	0.0	15	15	15
NM_007294.4	7088	4209	5279	AK316200.1	1948	878	1948	1071	100.000	1071	0	0	0.0	15	15	15
